id,student_request_id,student_profile_id,field_key,original_file_name,mime_type,size_bytes,storage_bucket,storage_object_path,upload_status,checksum_sha256,created_by,created_at,uploaded_at,attached_at,rejected_at,rejection_code
7add82fc-f2ef-4a7d-ae05-49bbec51c3e7,b093dc3d-9fc8-4b16-a0e6-0b767f597d71,7020e51d-19e3-4acb-9597-5145b65d117e,excuse_documents,test_only_evidence.pdf,application/pdf,125,student-request-secure-attachments,student-requests/7020e51d-19e3-4acb-9597-5145b65d117e/b093dc3d-9fc8-4b16-a0e6-0b767f597d71/7add82fc-f2ef-4a7d-ae05-49bbec51c3e7/content.pdf,pending,,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,2026-07-27 07:46:20.612886+00,,,,
a17d94ee-cf23-4061-9289-82fb62414028,2b9107e5-548f-4154-8c63-a7c453ff22c8,7020e51d-19e3-4acb-9597-5145b65d117e,excuse_documents,e.pdf,application/pdf,14,student-request-secure-attachments,student-requests/7020e51d-19e3-4acb-9597-5145b65d117e/2b9107e5-548f-4154-8c63-a7c453ff22c8/a17d94ee-cf23-4061-9289-82fb62414028/content.pdf,pending,4c413baa5077fb8da875ce0da74321c6c69aa6f473707d044ac8a2159085e50e,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,2026-07-27 10:56:39.701645+00,,,,
ad6204d8-e6ed-4ce0-beed-1eef7186300d,b093dc3d-9fc8-4b16-a0e6-0b767f597d71,7020e51d-19e3-4acb-9597-5145b65d117e,excuse_documents,test_only_evidence.pdf,application/pdf,125,student-request-secure-attachments,student-requests/7020e51d-19e3-4acb-9597-5145b65d117e/b093dc3d-9fc8-4b16-a0e6-0b767f597d71/ad6204d8-e6ed-4ce0-beed-1eef7186300d/content.pdf,pending,,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,2026-07-27 07:47:01.586881+00,,,,
b0ba9910-18dc-4bc8-9227-fb73ebc45f3d,2b9107e5-548f-4154-8c63-a7c453ff22c8,7020e51d-19e3-4acb-9597-5145b65d117e,excuse_documents,test-only-evidence.pdf,application/pdf,68,student-request-secure-attachments,student-requests/7020e51d-19e3-4acb-9597-5145b65d117e/2b9107e5-548f-4154-8c63-a7c453ff22c8/b0ba9910-18dc-4bc8-9227-fb73ebc45f3d/content.pdf,pending,271d0eb8ddbb719ecf0aad96f323794bbb84a2638ceab91eb7a9b6ca3d3dfd3a,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,2026-07-27 10:56:08.788296+00,,,,
b2c983be-5ab1-4961-bd78-edda522a642b,b093dc3d-9fc8-4b16-a0e6-0b767f597d71,7020e51d-19e3-4acb-9597-5145b65d117e,excuse_documents,test_only_evidence.pdf,application/pdf,125,student-request-secure-attachments,student-requests/7020e51d-19e3-4acb-9597-5145b65d117e/b093dc3d-9fc8-4b16-a0e6-0b767f597d71/b2c983be-5ab1-4961-bd78-edda522a642b/content.pdf,attached,,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,2026-07-27 07:28:44.32701+00,2026-07-27 07:48:21.015269+00,2026-07-27 07:48:21.015269+00,,
c9807811-2282-45fd-b456-80753b7da17d,24f1c63a-f14e-4595-882b-b6ba4bf52dd4,7020e51d-19e3-4acb-9597-5145b65d117e,secondary_certificate,test-only-evidence.pdf,application/pdf,68,student-request-secure-attachments,student-requests/7020e51d-19e3-4acb-9597-5145b65d117e/24f1c63a-f14e-4595-882b-b6ba4bf52dd4/c9807811-2282-45fd-b456-80753b7da17d/content.pdf,pending,271d0eb8ddbb719ecf0aad96f323794bbb84a2638ceab91eb7a9b6ca3d3dfd3a,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,2026-07-27 10:57:31.761477+00,,,,
cc9b462c-8bca-4d6e-8fd7-267b11d57261,421429ec-f165-4e07-bc3b-278268ec4f33,7020e51d-19e3-4acb-9597-5145b65d117e,secondary_certificate,test-only-evidence.pdf,application/pdf,68,student-request-secure-attachments,student-requests/7020e51d-19e3-4acb-9597-5145b65d117e/421429ec-f165-4e07-bc3b-278268ec4f33/cc9b462c-8bca-4d6e-8fd7-267b11d57261/content.pdf,attached,271d0eb8ddbb719ecf0aad96f323794bbb84a2638ceab91eb7a9b6ca3d3dfd3a,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,2026-07-27 10:59:33.720157+00,2026-07-27 10:59:33.960565+00,2026-07-27 10:59:33.960565+00,,
d2dc486e-52f3-4b84-b1a2-af3ac11fc9b9,2b9107e5-548f-4154-8c63-a7c453ff22c8,7020e51d-19e3-4acb-9597-5145b65d117e,excuse_documents,test-only-evidence.pdf,application/pdf,68,student-request-secure-attachments,student-requests/7020e51d-19e3-4acb-9597-5145b65d117e/2b9107e5-548f-4154-8c63-a7c453ff22c8/d2dc486e-52f3-4b84-b1a2-af3ac11fc9b9/content.pdf,pending,271d0eb8ddbb719ecf0aad96f323794bbb84a2638ceab91eb7a9b6ca3d3dfd3a,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,2026-07-27 10:53:55.52767+00,,,,
dac2772c-0d8b-4056-9383-c249a6f6d2f2,40ccc66a-d638-4c49-8ac6-ac771caea131,b1e20002-0000-4000-8000-000000000002,secondary_certificate,test.pdf,application/pdf,193,student-request-secure-attachments,student-requests/b1e20002-0000-4000-8000-000000000002/40ccc66a-d638-4c49-8ac6-ac771caea131/dac2772c-0d8b-4056-9383-c249a6f6d2f2/content.pdf,attached,,57e805dc-f975-4834-b1cb-f99c09756980,2026-07-27 17:06:18.545704+00,2026-07-27 17:06:18.848804+00,2026-07-27 17:06:18.848804+00,,
ef7e6380-bc58-4f20-8fd3-088305719764,09dabe40-1eb5-432e-b42d-0d05bfe2518e,7020e51d-19e3-4acb-9597-5145b65d117e,secondary_certificate,test-only-evidence.pdf,application/pdf,68,student-request-secure-attachments,student-requests/7020e51d-19e3-4acb-9597-5145b65d117e/09dabe40-1eb5-432e-b42d-0d05bfe2518e/ef7e6380-bc58-4f20-8fd3-088305719764/content.pdf,pending,271d0eb8ddbb719ecf0aad96f323794bbb84a2638ceab91eb7a9b6ca3d3dfd3a,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,2026-07-27 10:58:55.888939+00,,,,
