id,student_request_id,workflow_step_runtime_id,event_type,actor_user_id,actor_unit_id,actor_role_id,message_ar,message_en,payload,visible_to_student,created_at
2b2dd46d-f23b-4d25-a3f8-67fab467dcbd,de9e6c7f-eaec-4d32-9e8c-7ce168d542c5,a1ecd6e8-d0de-462d-9cff-29faf2afc97c,approved,0b2a2543-a77a-4b86-ad7f-8b35f9db6502,44d05dea-1a26-4451-a384-d3f01dd88ed9,92a20288-a166-4ea3-893e-d8a4300c2828,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,,"{""action"": ""approve"", ""action_result"": ""approved"", ""transition_id"": ""b102869d-bb4e-4d49-8a35-0a716fe904a5""}",t,2026-07-27 10:59:31.399145+00
2dcce79c-8bfe-412b-bdd9-74d43f065dd9,54b96b02-872d-4c8e-b326-98e3e4986afa,fe0b91c3-63ce-4676-8669-529d9cc8204e,cleared,0b2a2543-a77a-4b86-ad7f-8b35f9db6502,44d05dea-1a26-4451-a384-d3f01dd88ed9,92a20288-a166-4ea3-893e-d8a4300c2828,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,,"{""action"": ""clear"", ""action_result"": ""cleared"", ""transition_id"": ""27555f84-c339-4371-9ea7-62f09eabab4f""}",t,2026-07-27 10:59:08.193177+00
2df98058-18d4-46d1-9d29-aca746b17df6,24b7ba1f-04c9-44c1-a188-52f74ef908bb,f2481725-6a83-4f4b-b9eb-453b0567f1b3,reviewed,24406961-d8b2-4db7-8896-0ef82039d75f,44d05dea-1a26-4451-a384-d3f01dd88ed9,32ee5cec-9b61-494d-afc9-7a7dbee19db5,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,,"{""action"": ""review"", ""action_result"": ""reviewed"", ""transition_id"": ""9d710b2d-4955-43a1-8251-e933930614d6""}",t,2026-07-27 10:58:57.502157+00
3063b698-7bff-491b-b0f9-91b22c4b29f4,6c4ca023-11d4-41e9-91ce-55d353795909,,submitted,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,,,,,"{""canonical_code"": ""final_chance""}",t,2026-07-27 07:49:31.16012+00
31bef2fe-a295-4258-bcbe-391a28e383ab,d3f5be81-0760-459b-8d30-a3377ab33aa1,3bc84b0f-b640-47aa-a07e-f537f797626d,reviewed,24406961-d8b2-4db7-8896-0ef82039d75f,44d05dea-1a26-4451-a384-d3f01dd88ed9,32ee5cec-9b61-494d-afc9-7a7dbee19db5,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,,"{""action"": ""review"", ""action_result"": ""reviewed"", ""transition_id"": ""9d710b2d-4955-43a1-8251-e933930614d6""}",t,2026-07-27 10:53:58.10088+00
322a18b7-e937-4590-806c-a85d312f25eb,c3acb770-2a89-441a-93cd-d0ff882a3e4b,b8c933fb-fb20-4f9f-9d86-1e899d357233,approved,0b2a2543-a77a-4b86-ad7f-8b35f9db6502,44d05dea-1a26-4451-a384-d3f01dd88ed9,92a20288-a166-4ea3-893e-d8a4300c2828,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,,"{""action"": ""approve"", ""action_result"": ""approved"", ""transition_id"": ""e0a32701-a5f4-49d0-be88-477210b2fb02""}",t,2026-07-27 10:59:54.005579+00
336e19a9-1f09-49be-81df-a33fb0a140ad,de9e6c7f-eaec-4d32-9e8c-7ce168d542c5,8e695614-ffef-4149-aca8-dfcbf0c850c1,academic_effect_applied,24406961-d8b2-4db7-8896-0ef82039d75f,44d05dea-1a26-4451-a384-d3f01dd88ed9,32ee5cec-9b61-494d-afc9-7a7dbee19db5,,,"{""effect"": ""excused_absence"", ""absence_date"": ""2026-07-20"", ""course_section_id"": ""92a920b4-5e7d-401c-aae3-aa2f22c8b1b9""}",t,2026-07-27 10:59:32.75921+00
367f2b5c-5c37-4eb0-8ad1-719e31c0c302,0277c36b-462f-410c-830b-6960a01dd163,018222a6-9a97-4204-9018-3e77f4ec7573,approved,0b2a2543-a77a-4b86-ad7f-8b35f9db6502,44d05dea-1a26-4451-a384-d3f01dd88ed9,92a20288-a166-4ea3-893e-d8a4300c2828,TEST_ONLY_FIRST_DELIVERY_5_SERVICES,,"{""action"": ""approve"", ""action_result"": ""approved"", ""transition_id"": ""e0a32701-a5f4-49d0-be88-477210b2fb02""}",t,2026-07-27 07:52:04.138795+00
368f76ef-b72b-4d44-a1fd-1e270d7cb2aa,7df02398-bf56-4c75-b63b-f5ec20e39360,2ddd23de-f1bc-49fd-8d46-f816800ad6dd,academic_effect_applied,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,a8ebca48-9334-4428-95fe-0830cb45c484,0e6784cb-0636-4ecb-9e46-f422be41e1ad,,,"{""effect"": ""file_withdrawal"", ""academic_status_id"": ""f864d89a-0017-4051-b627-61e587e946af""}",t,2026-07-27 10:56:25.895101+00
3a43b9f5-c934-41ce-90b0-808465d77ae3,24b7ba1f-04c9-44c1-a188-52f74ef908bb,608d7319-b0f0-4563-b50e-bb4f1de90e20,step_entered,f0d8a6b1-7845-46bd-8a12-d78ed6af2bfd,,,,,"{""from_step_id"": ""2eb1055d-0d3c-44e6-adee-565f64007722"", ""action_result"": ""payment_confirmed"", ""transition_id"": ""e45a8f5d-8c87-440e-b077-cfcc02b92cb3""}",f,2026-07-27 10:59:01.331061+00
3acfd8b5-154c-4812-b7d4-3c08d2d78efc,0f7f11f3-1cdd-492e-a971-5d4479c7e155,,submitted,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,,,,,"{""canonical_code"": ""file_withdrawal""}",t,2026-07-27 10:54:04.197882+00
3c2bd045-ed13-451e-b533-2e3998ab6638,f2a8e4bb-b305-4dc9-8ec7-570a2c35c993,d2ef70ff-1161-4f22-be34-ab1da624cb45,reviewed,24406961-d8b2-4db7-8896-0ef82039d75f,44d05dea-1a26-4451-a384-d3f01dd88ed9,32ee5cec-9b61-494d-afc9-7a7dbee19db5,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,,"{""action"": ""review"", ""action_result"": ""reviewed"", ""transition_id"": ""98439ca3-74fc-424f-9cd5-aa91f1be1ce3""}",t,2026-07-27 10:57:41.666538+00
3e419034-667d-47c8-bf97-4d077142ee36,47e6eefe-7ff4-48a0-9c50-bf10af63a99a,dd44bc54-e200-4f52-9ce1-62ae758a96b5,payment_confirmed,f0d8a6b1-7845-46bd-8a12-d78ed6af2bfd,ff580c59-076b-40ff-9d64-0502d1c1125d,af495507-2cf9-4578-9b39-5a25ca1a6f0a,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,,"{""action"": ""confirm_payment"", ""action_result"": ""payment_confirmed""}",t,2026-07-27 10:56:16.263227+00
3f1dca89-514f-4c45-80a2-9173398a6172,e3cc0366-b6fc-4d64-8c01-541030f83b00,e99eca19-8f54-4784-a18b-beb5af2892c0,applied,24406961-d8b2-4db7-8896-0ef82039d75f,44d05dea-1a26-4451-a384-d3f01dd88ed9,32ee5cec-9b61-494d-afc9-7a7dbee19db5,TEST_ONLY_FIRST_DELIVERY_5_SERVICES,,"{""action"": ""apply_decision"", ""action_result"": ""applied"", ""transition_id"": ""5d8d6b61-4cef-43fe-bc50-968be362d382""}",t,2026-07-27 07:52:27.395179+00
3feeee98-1e37-4f95-8541-538a93ce111a,e3cc0366-b6fc-4d64-8c01-541030f83b00,da470da6-6ef5-4fd6-834a-bdfe3520535a,approved,0b2a2543-a77a-4b86-ad7f-8b35f9db6502,44d05dea-1a26-4451-a384-d3f01dd88ed9,92a20288-a166-4ea3-893e-d8a4300c2828,TEST_ONLY_FIRST_DELIVERY_5_SERVICES,,"{""action"": ""approve"", ""action_result"": ""approved"", ""transition_id"": ""b102869d-bb4e-4d49-8a35-0a716fe904a5""}",t,2026-07-27 07:52:22.717798+00
460b78a4-97dc-4587-bbf9-afaab26d4863,6c4ca023-11d4-41e9-91ce-55d353795909,a71e476e-816c-461a-835b-cff924d62695,approved,0b2a2543-a77a-4b86-ad7f-8b35f9db6502,44d05dea-1a26-4451-a384-d3f01dd88ed9,92a20288-a166-4ea3-893e-d8a4300c2828,TEST_ONLY_FIRST_DELIVERY_5_SERVICES,,"{""action"": ""approve"", ""action_result"": ""approved"", ""transition_id"": ""8c372d85-68ce-4e7c-8c5a-fdb7e1e2ad77""}",t,2026-07-27 07:49:48.916195+00
47044ce0-09e7-43d1-8101-71de7f175c1c,0277c36b-462f-410c-830b-6960a01dd163,a93bb208-97dc-4dac-953c-ea4e9e0e1cf2,reviewed,24406961-d8b2-4db7-8896-0ef82039d75f,44d05dea-1a26-4451-a384-d3f01dd88ed9,32ee5cec-9b61-494d-afc9-7a7dbee19db5,TEST_ONLY_FIRST_DELIVERY_5_SERVICES,,"{""action"": ""review"", ""action_result"": ""reviewed"", ""transition_id"": ""77006d20-d095-42e3-bd6f-96e838b1c249""}",t,2026-07-27 07:51:57.336004+00
4730654e-8ca9-4380-a9b3-1180aecf83f8,4cf1fda2-0218-4403-a676-a6697b08aa34,9eb0ba4c-073f-470d-8fa9-71c0c2c33c91,cleared,f0d8a6b1-7845-46bd-8a12-d78ed6af2bfd,ff580c59-076b-40ff-9d64-0502d1c1125d,af495507-2cf9-4578-9b39-5a25ca1a6f0a,TEST_ONLY_FIRST_DELIVERY_5_SERVICES,,"{""action"": ""clear"", ""action_result"": ""cleared"", ""transition_id"": ""0b245c4a-6869-4b27-936e-2991f52f72f9""}",t,2026-07-27 07:54:12.604824+00
4c8369ad-7280-4d68-9959-b448fbc3a0e0,6c4ca023-11d4-41e9-91ce-55d353795909,1e84d7ca-6ab5-4bf1-a1d9-df46d65e7f25,approved,fb59542d-d410-4fa4-88d3-1e3e2fabe014,bd3616b0-2322-4087-b9b8-b1f0ec244914,c7347947-789b-405a-b6e5-d58c97104438,TEST_ONLY_FIRST_DELIVERY_5_SERVICES,,"{""action"": ""approve"", ""action_result"": ""approved"", ""transition_id"": ""8eec4e4c-6219-47c8-99a5-e016c7660fd7""}",t,2026-07-27 07:49:58.893544+00
4dc9d57d-752e-4a45-bfdf-eda1bcdd07f6,421429ec-f165-4e07-bc3b-278268ec4f33,6003c37c-924f-4987-8e5e-817643a74b7f,academic_effect_applied,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,a8ebca48-9334-4428-95fe-0830cb45c484,0e6784cb-0636-4ecb-9e46-f422be41e1ad,,,"{""effect"": ""department_transfer"", ""new_program_id"": ""8df96335-4197-4e33-85ca-a970608f6a63"", ""old_program_id"": ""97638001-87cd-4df0-abe9-63c829504072"", ""new_department_id"": ""11111111-1111-4111-8111-111111111111"", ""old_department_id"": ""ce485c67-5f7c-498d-b120-4b1130a86ae8""}",t,2026-07-27 10:59:42.756469+00
4df29763-a722-4f55-9ba6-ad3a0fe38e41,53710937-4a69-4fc6-96b1-c2727c551c6e,cfe89818-b58c-44b6-8508-ba4c823ec51f,archived,676ecf19-4c7a-45eb-86db-2c141e5a7691,b9bc6b28-c948-4ef9-b6b0-e74752ea3db4,0e2c5110-9014-43d1-bf80-e3a74a4a17bc,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,,"{""action"": ""archive"", ""action_result"": ""archived"", ""transition_id"": ""2b2285bb-3fe6-44ce-911f-9f73a77adb01""}",t,2026-07-27 11:00:06.832899+00
510be4f4-2f08-438b-bf09-1e1701a7cf06,54b96b02-872d-4c8e-b326-98e3e4986afa,85690776-67ac-4e24-b8bc-7152d4fe04de,academic_effect_applied,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,a8ebca48-9334-4428-95fe-0830cb45c484,0e6784cb-0636-4ecb-9e46-f422be41e1ad,,,"{""effect"": ""file_withdrawal"", ""academic_status_id"": ""f864d89a-0017-4051-b627-61e587e946af""}",t,2026-07-27 10:59:10.666773+00
519a04a0-6a5d-4b3e-8fce-900c7dd9af5f,85d7068a-8443-4a96-b3bb-b7c658616820,68ad2c11-3ca4-4128-b53b-d5c85ed5b499,cleared,749a6e5d-eb27-4417-99a4-7abaffe406a3,48e25baf-3ed0-4cde-b128-22d801ce6dd1,544028ec-0590-4119-bf83-7bc6c178fc1a,TEST_ONLY_FIRST_DELIVERY_5_SERVICES,,"{""action"": ""clear"", ""action_result"": ""cleared"", ""transition_id"": ""86231b59-5c83-4c2d-bfd5-be96d20a96f6""}",t,2026-07-27 07:50:35.666818+00
523fd2f5-a44c-44d4-bae0-f3fecfcb1fdd,f2a8e4bb-b305-4dc9-8ec7-570a2c35c993,09b7ff80-92a0-4187-8b29-0a56035ed762,cleared,f0d8a6b1-7845-46bd-8a12-d78ed6af2bfd,ff580c59-076b-40ff-9d64-0502d1c1125d,af495507-2cf9-4578-9b39-5a25ca1a6f0a,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,,"{""action"": ""clear"", ""action_result"": ""cleared"", ""transition_id"": ""0b245c4a-6869-4b27-936e-2991f52f72f9""}",t,2026-07-27 10:57:47.37937+00
52a45150-7bca-4838-85a5-e97205485173,53710937-4a69-4fc6-96b1-c2727c551c6e,,submitted,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,,,,,"{""canonical_code"": ""file_withdrawal""}",t,2026-07-27 10:59:56.375776+00
52e6681d-fdb4-4de7-b11c-910285a17511,421429ec-f165-4e07-bc3b-278268ec4f33,,submitted,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,,,,,"{""canonical_code"": ""department_transfer""}",t,2026-07-27 10:59:34.014805+00
53dd8e90-7646-4d86-a5f3-1fa7d0727143,54b96b02-872d-4c8e-b326-98e3e4986afa,85690776-67ac-4e24-b8bc-7152d4fe04de,applied,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,a8ebca48-9334-4428-95fe-0830cb45c484,0e6784cb-0636-4ecb-9e46-f422be41e1ad,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,,"{""action"": ""apply_decision"", ""action_result"": ""applied"", ""transition_id"": ""02c17d25-ec0a-402e-aa60-c261d8c462bf""}",t,2026-07-27 10:59:10.666773+00
5408212e-48e1-41d7-b5e2-6a10dca70be1,d3f5be81-0760-459b-8d30-a3377ab33aa1,,submitted,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,,,,,"{""canonical_code"": ""final_chance""}",t,2026-07-27 10:53:56.606632+00
5627eb44-6d6d-48b6-8027-82d5bccdad13,54b96b02-872d-4c8e-b326-98e3e4986afa,cde570c0-9ba6-4be7-80d4-f69efe29cf24,reviewed,24406961-d8b2-4db7-8896-0ef82039d75f,44d05dea-1a26-4451-a384-d3f01dd88ed9,32ee5cec-9b61-494d-afc9-7a7dbee19db5,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,,"{""action"": ""review"", ""action_result"": ""reviewed"", ""transition_id"": ""98439ca3-74fc-424f-9cd5-aa91f1be1ce3""}",t,2026-07-27 10:59:04.221028+00
5643d070-420a-4658-b587-53368592a9a8,f2a8e4bb-b305-4dc9-8ec7-570a2c35c993,052c3dfb-d488-43f1-bedf-9452c00372f5,cleared,b8b50c98-f26c-413b-a585-fafd0abfaa21,e54caf55-d0b1-424b-8513-a30466fec693,7ad4e3cf-1211-4d21-a4fe-4360cfa16a78,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,,"{""action"": ""clear"", ""action_result"": ""cleared"", ""transition_id"": ""4fc436a3-ee1b-4d1a-9eff-5d8bf0b0dd26""}",t,2026-07-27 10:57:44.549893+00
5726ccdd-9e10-4f8e-80dc-a05c4f962058,e3cc0366-b6fc-4d64-8c01-541030f83b00,,submitted,2e3ca4d6-603c-4f06-a23e-462bf92fcfd3,,,,,"{""canonical_code"": ""excused_absence""}",t,2026-07-27 07:52:11.960447+00
58e652d4-5873-4058-a72f-92e4c1127337,f2a8e4bb-b305-4dc9-8ec7-570a2c35c993,3355d035-90dc-4d53-8e41-ddee633d6c61,cleared,0b2a2543-a77a-4b86-ad7f-8b35f9db6502,44d05dea-1a26-4451-a384-d3f01dd88ed9,92a20288-a166-4ea3-893e-d8a4300c2828,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,,"{""action"": ""clear"", ""action_result"": ""cleared"", ""transition_id"": ""27555f84-c339-4371-9ea7-62f09eabab4f""}",t,2026-07-27 10:57:45.946709+00
590c7475-6e09-4a83-ab94-3f3cea1b1611,d3f5be81-0760-459b-8d30-a3377ab33aa1,aac64d4b-4627-4ad9-90ff-501ee89032c3,step_entered,f0d8a6b1-7845-46bd-8a12-d78ed6af2bfd,,,,,"{""from_step_id"": ""e05a367a-4f57-4587-aa64-c331a8d39a98"", ""action_result"": ""payment_confirmed"", ""transition_id"": ""e45a8f5d-8c87-440e-b077-cfcc02b92cb3""}",f,2026-07-27 10:54:02.450848+00
