id,student_request_id,workflow_id,workflow_step_id,step_key,step_name_ar,step_order,processing_unit_id,processing_role_id,assigned_user_id,assigned_staff_profile_id,assigned_faculty_profile_id,assigned_position_assignment_id,status,entered_at,completed_at,completed_by,decision,comment,metadata,created_at,updated_at
0fcc5589-191e-4a7e-842f-6af471b25014,ade49963-0a68-4c87-a24b-5e067c1be7fd,43cbd321-a458-488f-bb1d-9ca62faf4307,2854d39b-3009-4142-8a01-51fd19fb5632,finance_clearance,المخالصة المالية,5,ff580c59-076b-40ff-9d64-0502d1c1125d,af495507-2cf9-4578-9b39-5a25ca1a6f0a,f0d8a6b1-7845-46bd-8a12-d78ed6af2bfd,,,,pending,,,,,,"{""action_type"": ""clear"", ""direct_assignment_id"": ""cc000006-0000-4000-8000-000000000006""}",2026-07-27 10:53:16.136209+00,2026-07-27 10:53:16.136209+00
0ff03ba8-ba50-4d50-9306-c2999ae5f70e,c876eb00-4677-4b7b-ba8f-d8a15392f0df,39513c40-6de7-45ab-baea-6bbaebf4707c,10abce0d-3200-4422-9e6c-01a1d2177434,registrar_apply,تطبيق قرار وقف القيد,3,a8ebca48-9334-4428-95fe-0830cb45c484,0e6784cb-0636-4ecb-9e46-f422be41e1ad,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,,,,pending,,,,,,"{""action_type"": ""apply_decision"", ""direct_assignment_id"": ""cc000003-0000-4000-8000-000000000003""}",2026-07-27 10:52:15.687354+00,2026-07-27 10:52:15.687354+00
109124c4-940a-4d62-88c0-d895363af109,0f7f11f3-1cdd-492e-a971-5d4479c7e155,43cbd321-a458-488f-bb1d-9ca62faf4307,a4ea9681-d127-442a-a5a8-bd6e0e11e52b,activities_clearance,مخالصة الأنشطة,4,44d05dea-1a26-4451-a384-d3f01dd88ed9,92a20288-a166-4ea3-893e-d8a4300c2828,0b2a2543-a77a-4b86-ad7f-8b35f9db6502,,,,completed,2026-07-27 10:54:08.467092+00,2026-07-27 10:54:09.878657+00,0b2a2543-a77a-4b86-ad7f-8b35f9db6502,cleared,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,"{""action_type"": ""clear"", ""direct_assignment_id"": ""cc000002-0000-4000-8000-000000000002""}",2026-07-27 10:54:04.197882+00,2026-07-27 10:54:09.878657+00
10b155fd-2313-4083-8e56-b3d9f98a36a7,bf38217e-9edb-4527-bde2-dc30e56a9f47,88f0b63c-0977-425e-8c08-df0e946f30b0,9fc5c3be-a75d-4382-905c-3d83ffd39747,dean_decision,قرار العميد,3,bd3616b0-2322-4087-b9b8-b1f0ec244914,c7347947-789b-405a-b6e5-d58c97104438,fb59542d-d410-4fa4-88d3-1e3e2fabe014,,,,pending,,,,,,"{""action_type"": ""approve"", ""direct_assignment_id"": ""cc000008-0000-4000-8000-000000000008""}",2026-07-27 10:52:18.314494+00,2026-07-27 10:52:18.314494+00
10de2292-e51e-42da-a91c-c44b3d3c6a01,fda9e39c-ab82-44e2-aef6-0b422d401e0e,88f0b63c-0977-425e-8c08-df0e946f30b0,0d818642-d467-4d2c-a904-f712b3588238,payment_confirmation,تأكيد استلام الرسوم خارج البوابة,4,ff580c59-076b-40ff-9d64-0502d1c1125d,af495507-2cf9-4578-9b39-5a25ca1a6f0a,f0d8a6b1-7845-46bd-8a12-d78ed6af2bfd,,,,pending,,,,,,"{""action_type"": ""confirm_payment"", ""direct_assignment_id"": ""cc000006-0000-4000-8000-000000000006""}",2026-07-27 10:53:14.308204+00,2026-07-27 10:53:14.308204+00
1104cc1d-f3c2-4ecd-8c1d-be09fca608c3,7df02398-bf56-4c75-b63b-f5ec20e39360,43cbd321-a458-488f-bb1d-9ca62faf4307,799a0802-ada5-419d-809d-ae40ac3e36b7,student_affairs_intake,استلام شؤون الطلاب,1,44d05dea-1a26-4451-a384-d3f01dd88ed9,32ee5cec-9b61-494d-afc9-7a7dbee19db5,24406961-d8b2-4db7-8896-0ef82039d75f,,,,completed,2026-07-27 10:56:18.062779+00,2026-07-27 10:56:19.373417+00,24406961-d8b2-4db7-8896-0ef82039d75f,reviewed,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,"{""action_type"": ""review"", ""direct_assignment_id"": ""cc000001-0000-4000-8000-000000000001""}",2026-07-27 10:56:18.062779+00,2026-07-27 10:56:19.373417+00
15c26e94-b9f4-4088-af5d-08af9bfc3f2f,47e6eefe-7ff4-48a0-9c50-bf10af63a99a,88f0b63c-0977-425e-8c08-df0e946f30b0,90c30f35-f12a-4b5a-bdc9-f649eda6639e,registrar_apply,تطبيق فرصة الاختبار النهائية,5,a8ebca48-9334-4428-95fe-0830cb45c484,0e6784cb-0636-4ecb-9e46-f422be41e1ad,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,,,,completed,2026-07-27 10:56:16.263227+00,2026-07-27 10:56:17.593801+00,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,applied,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,"{""action_type"": ""apply_decision"", ""direct_assignment_id"": ""cc000003-0000-4000-8000-000000000003""}",2026-07-27 10:56:09.992406+00,2026-07-27 10:56:17.593801+00
17df34ce-3999-4ec3-a7e9-2cfb5ea2602d,b093dc3d-9fc8-4b16-a0e6-0b767f597d71,c8825e7f-8026-4359-b901-ad716bff8707,7d551d1c-c171-4824-add7-ed7a5882f8cc,record_apply,تطبيق العذر في السجل,3,44d05dea-1a26-4451-a384-d3f01dd88ed9,32ee5cec-9b61-494d-afc9-7a7dbee19db5,24406961-d8b2-4db7-8896-0ef82039d75f,,,,completed,2026-07-27 07:48:31.912073+00,2026-07-27 07:48:36.498798+00,24406961-d8b2-4db7-8896-0ef82039d75f,applied,TEST_ONLY_FIRST_DELIVERY_5_SERVICES,"{""action_type"": ""apply_decision"", ""direct_assignment_id"": ""cc000001-0000-4000-8000-000000000001""}",2026-07-27 07:48:21.165513+00,2026-07-27 07:48:36.498798+00
197a38c9-6633-4ae8-aa51-873ee46c4be5,30482047-e7e4-4e5a-accd-5a9a097d9e14,88f0b63c-0977-425e-8c08-df0e946f30b0,90c30f35-f12a-4b5a-bdc9-f649eda6639e,registrar_apply,تطبيق فرصة الاختبار النهائية,5,a8ebca48-9334-4428-95fe-0830cb45c484,0e6784cb-0636-4ecb-9e46-f422be41e1ad,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,,,,completed,2026-07-27 10:59:49.090611+00,2026-07-27 10:59:50.521601+00,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,applied,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,"{""action_type"": ""apply_decision"", ""direct_assignment_id"": ""cc000003-0000-4000-8000-000000000003""}",2026-07-27 10:59:43.216745+00,2026-07-27 10:59:50.521601+00
1a0373b0-0aab-487d-8f81-5bda05708755,de9e6c7f-eaec-4d32-9e8c-7ce168d542c5,c8825e7f-8026-4359-b901-ad716bff8707,5dec2c93-c45f-4d10-b927-f4592c74f71b,student_affairs_intake,استلام شؤون الطلاب,1,44d05dea-1a26-4451-a384-d3f01dd88ed9,32ee5cec-9b61-494d-afc9-7a7dbee19db5,24406961-d8b2-4db7-8896-0ef82039d75f,,,,completed,2026-07-27 10:59:28.223218+00,2026-07-27 10:59:29.821489+00,24406961-d8b2-4db7-8896-0ef82039d75f,reviewed,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,"{""action_type"": ""review"", ""direct_assignment_id"": ""cc000001-0000-4000-8000-000000000001""}",2026-07-27 10:59:28.223218+00,2026-07-27 10:59:29.821489+00
1a44ae1f-184c-4a61-9753-f0937e92edb1,6c4ca023-11d4-41e9-91ce-55d353795909,88f0b63c-0977-425e-8c08-df0e946f30b0,ffc168e0-588f-4fc3-8f59-2c86102fe593,student_affairs_intake,مراجعة شؤون الطلاب,1,44d05dea-1a26-4451-a384-d3f01dd88ed9,32ee5cec-9b61-494d-afc9-7a7dbee19db5,24406961-d8b2-4db7-8896-0ef82039d75f,,,,completed,2026-07-27 07:49:31.16012+00,2026-07-27 07:49:39.929346+00,24406961-d8b2-4db7-8896-0ef82039d75f,reviewed,TEST_ONLY_FIRST_DELIVERY_5_SERVICES,"{""action_type"": ""review"", ""direct_assignment_id"": ""cc000001-0000-4000-8000-000000000001""}",2026-07-27 07:49:31.16012+00,2026-07-27 07:49:39.929346+00
1e84d7ca-6ab5-4bf1-a1d9-df46d65e7f25,6c4ca023-11d4-41e9-91ce-55d353795909,88f0b63c-0977-425e-8c08-df0e946f30b0,9fc5c3be-a75d-4382-905c-3d83ffd39747,dean_decision,قرار العميد,3,bd3616b0-2322-4087-b9b8-b1f0ec244914,c7347947-789b-405a-b6e5-d58c97104438,fb59542d-d410-4fa4-88d3-1e3e2fabe014,,,,completed,2026-07-27 07:49:48.916195+00,2026-07-27 07:49:58.893544+00,fb59542d-d410-4fa4-88d3-1e3e2fabe014,approved,TEST_ONLY_FIRST_DELIVERY_5_SERVICES,"{""action_type"": ""approve"", ""direct_assignment_id"": ""cc000008-0000-4000-8000-000000000008""}",2026-07-27 07:49:31.16012+00,2026-07-27 07:49:58.893544+00
23145fc0-c911-4cf9-99ca-8ec8b375dd35,53710937-4a69-4fc6-96b1-c2727c551c6e,43cbd321-a458-488f-bb1d-9ca62faf4307,80fd697c-86ca-4454-831d-0309f6932cc3,labs_clearance,مخالصة المعامل,3,e54caf55-d0b1-424b-8513-a30466fec693,7ad4e3cf-1211-4d21-a4fe-4360cfa16a78,b8b50c98-f26c-413b-a585-fafd0abfaa21,,,,completed,2026-07-27 10:59:59.312359+00,2026-07-27 11:00:00.811177+00,b8b50c98-f26c-413b-a585-fafd0abfaa21,cleared,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,"{""action_type"": ""clear"", ""direct_assignment_id"": ""cc000005-0000-4000-8000-000000000005""}",2026-07-27 10:59:56.375776+00,2026-07-27 11:00:00.811177+00
26fcaa15-8ee5-479c-aeeb-32fcc60518ce,fda9e39c-ab82-44e2-aef6-0b422d401e0e,88f0b63c-0977-425e-8c08-df0e946f30b0,9633e070-c930-4100-b256-6e341a81f3b3,manager_review,مراجعة مدير شؤون الطلاب,2,44d05dea-1a26-4451-a384-d3f01dd88ed9,92a20288-a166-4ea3-893e-d8a4300c2828,0b2a2543-a77a-4b86-ad7f-8b35f9db6502,,,,pending,,,,,,"{""action_type"": ""approve"", ""direct_assignment_id"": ""cc000002-0000-4000-8000-000000000002""}",2026-07-27 10:53:14.308204+00,2026-07-27 10:53:14.308204+00
29b3afc0-180e-4872-a2e9-30566ffe6081,6c4ca023-11d4-41e9-91ce-55d353795909,88f0b63c-0977-425e-8c08-df0e946f30b0,90c30f35-f12a-4b5a-bdc9-f649eda6639e,registrar_apply,تطبيق فرصة الاختبار النهائية,5,a8ebca48-9334-4428-95fe-0830cb45c484,0e6784cb-0636-4ecb-9e46-f422be41e1ad,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,,,,completed,2026-07-27 07:53:02.020544+00,2026-07-27 07:53:11.053592+00,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,applied,TEST_ONLY_FIRST_DELIVERY_5_SERVICES,"{""action_type"": ""apply_decision"", ""direct_assignment_id"": ""cc000003-0000-4000-8000-000000000003""}",2026-07-27 07:49:31.16012+00,2026-07-27 07:53:11.053592+00
2b0c81c1-ab96-4c9b-94b2-f641c0ac94ea,0f7f11f3-1cdd-492e-a971-5d4479c7e155,43cbd321-a458-488f-bb1d-9ca62faf4307,2854d39b-3009-4142-8a01-51fd19fb5632,finance_clearance,المخالصة المالية,5,ff580c59-076b-40ff-9d64-0502d1c1125d,af495507-2cf9-4578-9b39-5a25ca1a6f0a,f0d8a6b1-7845-46bd-8a12-d78ed6af2bfd,,,,completed,2026-07-27 10:54:09.878657+00,2026-07-27 10:54:11.311054+00,f0d8a6b1-7845-46bd-8a12-d78ed6af2bfd,cleared,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,"{""action_type"": ""clear"", ""direct_assignment_id"": ""cc000006-0000-4000-8000-000000000006""}",2026-07-27 10:54:04.197882+00,2026-07-27 10:54:11.311054+00
2d064947-204c-4b26-9dbd-225a9dee8f1c,0277c36b-462f-410c-830b-6960a01dd163,39513c40-6de7-45ab-baea-6bbaebf4707c,10abce0d-3200-4422-9e6c-01a1d2177434,registrar_apply,تطبيق قرار وقف القيد,3,a8ebca48-9334-4428-95fe-0830cb45c484,0e6784cb-0636-4ecb-9e46-f422be41e1ad,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,,,,completed,2026-07-27 07:52:04.138795+00,2026-07-27 07:52:10.128829+00,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,applied,TEST_ONLY_FIRST_DELIVERY_5_SERVICES,"{""action_type"": ""apply_decision"", ""direct_assignment_id"": ""cc000003-0000-4000-8000-000000000003""}",2026-07-27 07:51:50.376666+00,2026-07-27 07:52:10.128829+00
2ddd23de-f1bc-49fd-8d46-f816800ad6dd,7df02398-bf56-4c75-b63b-f5ec20e39360,43cbd321-a458-488f-bb1d-9ca62faf4307,d24ca107-1a89-4546-bdf1-a7381cd3f85c,registrar_apply,تطبيق قرار سحب الملف,6,a8ebca48-9334-4428-95fe-0830cb45c484,0e6784cb-0636-4ecb-9e46-f422be41e1ad,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,,,,completed,2026-07-27 10:56:24.614152+00,2026-07-27 10:56:25.895101+00,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,applied,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,"{""action_type"": ""apply_decision"", ""direct_assignment_id"": ""cc000003-0000-4000-8000-000000000003""}",2026-07-27 10:56:18.062779+00,2026-07-27 10:56:25.895101+00
2e8c789e-784a-468c-84f6-84dd79e6cf7e,421429ec-f165-4e07-bc3b-278268ec4f33,8539d4a3-b201-41bd-bbd7-7a6bb169e9bd,f043d286-e96a-4332-90a7-26d07ead5247,source_department_head_approval,موافقة رئيس القسم الحالي,2,fc58655d-326a-462f-9f66-cab6d32cc8fa,06b461ab-8f47-4d4c-8ffa-fc8c23f80620,,,,bb000001-0000-4000-8000-000000000001,completed,2026-07-27 10:59:35.43031+00,2026-07-27 10:59:36.873452+00,49f152f8-db2b-4bd0-af08-2f8b3425d053,approved,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,"{""action_type"": ""approve"", ""direct_assignment_id"": ""cc000009-0000-4000-8000-000000000009""}",2026-07-27 10:59:34.014805+00,2026-07-27 10:59:36.873452+00
2eb1055d-0d3c-44e6-adee-565f64007722,24b7ba1f-04c9-44c1-a188-52f74ef908bb,88f0b63c-0977-425e-8c08-df0e946f30b0,0d818642-d467-4d2c-a904-f712b3588238,payment_confirmation,تأكيد استلام الرسوم خارج البوابة,4,ff580c59-076b-40ff-9d64-0502d1c1125d,af495507-2cf9-4578-9b39-5a25ca1a6f0a,f0d8a6b1-7845-46bd-8a12-d78ed6af2bfd,,,,completed,2026-07-27 10:58:59.965444+00,2026-07-27 10:59:01.331061+00,f0d8a6b1-7845-46bd-8a12-d78ed6af2bfd,payment_confirmed,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,"{""action_type"": ""confirm_payment"", ""direct_assignment_id"": ""cc000006-0000-4000-8000-000000000006""}",2026-07-27 10:58:56.255815+00,2026-07-27 10:59:01.331061+00
2f7c5838-104c-43a1-b51e-3b28943ad28d,ade49963-0a68-4c87-a24b-5e067c1be7fd,43cbd321-a458-488f-bb1d-9ca62faf4307,799a0802-ada5-419d-809d-ae40ac3e36b7,student_affairs_intake,استلام شؤون الطلاب,1,44d05dea-1a26-4451-a384-d3f01dd88ed9,32ee5cec-9b61-494d-afc9-7a7dbee19db5,24406961-d8b2-4db7-8896-0ef82039d75f,,,,active,2026-07-27 10:53:16.136209+00,,,,,"{""action_type"": ""review"", ""direct_assignment_id"": ""cc000001-0000-4000-8000-000000000001""}",2026-07-27 10:53:16.136209+00,2026-07-27 10:53:16.136209+00
3355d035-90dc-4d53-8e41-ddee633d6c61,f2a8e4bb-b305-4dc9-8ec7-570a2c35c993,43cbd321-a458-488f-bb1d-9ca62faf4307,a4ea9681-d127-442a-a5a8-bd6e0e11e52b,activities_clearance,مخالصة الأنشطة,4,44d05dea-1a26-4451-a384-d3f01dd88ed9,92a20288-a166-4ea3-893e-d8a4300c2828,0b2a2543-a77a-4b86-ad7f-8b35f9db6502,,,,completed,2026-07-27 10:57:44.549893+00,2026-07-27 10:57:45.946709+00,0b2a2543-a77a-4b86-ad7f-8b35f9db6502,cleared,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,"{""action_type"": ""clear"", ""direct_assignment_id"": ""cc000002-0000-4000-8000-000000000002""}",2026-07-27 10:57:40.272233+00,2026-07-27 10:57:45.946709+00
3bc84b0f-b640-47aa-a07e-f537f797626d,d3f5be81-0760-459b-8d30-a3377ab33aa1,88f0b63c-0977-425e-8c08-df0e946f30b0,ffc168e0-588f-4fc3-8f59-2c86102fe593,student_affairs_intake,مراجعة شؤون الطلاب,1,44d05dea-1a26-4451-a384-d3f01dd88ed9,32ee5cec-9b61-494d-afc9-7a7dbee19db5,24406961-d8b2-4db7-8896-0ef82039d75f,,,,completed,2026-07-27 10:53:56.606632+00,2026-07-27 10:53:58.10088+00,24406961-d8b2-4db7-8896-0ef82039d75f,reviewed,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,"{""action_type"": ""review"", ""direct_assignment_id"": ""cc000001-0000-4000-8000-000000000001""}",2026-07-27 10:53:56.606632+00,2026-07-27 10:53:58.10088+00
3f2f79f7-feff-4701-9bc6-13620541e989,9e97eeac-640b-4778-ba72-3463c1c438d3,39513c40-6de7-45ab-baea-6bbaebf4707c,37e96c04-060d-431d-9b5d-c640d2baba95,manager_approval,اعتماد مدير شؤون الطلاب,2,44d05dea-1a26-4451-a384-d3f01dd88ed9,92a20288-a166-4ea3-893e-d8a4300c2828,0b2a2543-a77a-4b86-ad7f-8b35f9db6502,,,,completed,2026-07-27 10:58:52.081544+00,2026-07-27 10:58:53.394792+00,0b2a2543-a77a-4b86-ad7f-8b35f9db6502,approved,TEST_ONLY_FIRST_DELIVERY_FIVE_SERVICES_REAL_GO_LIVE,"{""action_type"": ""approve"", ""direct_assignment_id"": ""cc000002-0000-4000-8000-000000000002""}",2026-07-27 10:58:50.694139+00,2026-07-27 10:58:53.394792+00
40125607-e316-4bd1-a200-7524505a89a4,0f7f11f3-1cdd-492e-a971-5d4479c7e155,43cbd321-a458-488f-bb1d-9ca62faf4307,d24ca107-1a89-4546-bdf1-a7381cd3f85c,registrar_apply,تطبيق قرار سحب الملف,6,a8ebca48-9334-4428-95fe-0830cb45c484,0e6784cb-0636-4ecb-9e46-f422be41e1ad,15b0f3cd-29d8-4eb1-ad15-bb9026986dbc,,,,active,2026-07-27 10:54:11.311054+00,,,,,"{""action_type"": ""apply_decision"", ""direct_assignment_id"": ""cc000003-0000-4000-8000-000000000003""}",2026-07-27 10:54:04.197882+00,2026-07-27 10:54:11.311054+00
